method,risk_budget,seed,rows,success,ci95_success,safety_violation,ci95_safety_violation,damage,ci95_damage,fault_f1,ci95_fault_f1,interaction_f1,ci95_interaction_f1,missed_fault,ci95_missed_fault,false_isolation,ci95_false_isolation,recovery_latency,ci95_recovery_latency,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility,covered,ci95_covered
conformal_sensor_reliability_filter,0.12000,4,576,0.03993,0.01600,0.00521,0.00588,0.00694,0.00679,0.02257,0.01214,0.02431,0.01259,0.01562,0.01014,0.02951,0.01383,0.06566,0.01969,0.00519,0.00283,0.02311,0.00672,0.00405,0.01435,0.07465,0.02148
conformal_sensor_reliability_filter,0.12000,5,576,0.03819,0.01567,0.00174,0.00340,0.00694,0.00679,0.02257,0.01214,0.02951,0.01383,0.02083,0.01167,0.02083,0.01167,0.05993,0.01867,0.00427,0.00263,0.02180,0.00659,0.00771,0.01311,0.06944,0.02078
conformal_sensor_reliability_filter,0.12000,6,576,0.03993,0.01600,0.00694,0.00679,0.00521,0.00588,0.03125,0.01422,0.02431,0.01259,0.01910,0.01119,0.02431,0.01259,0.06196,0.01901,0.00441,0.00245,0.02170,0.00646,0.00454,0.01511,0.07118,0.02102
conformal_sensor_reliability_filter,0.12000,7,576,0.03472,0.01496,0.00174,0.00340,0.00000,0.00000,0.02778,0.01343,0.02604,0.01302,0.00868,0.00758,0.02778,0.01343,0.06313,0.01941,0.00516,0.00282,0.02227,0.00664,0.01127,0.01284,0.07118,0.02102
conformal_sensor_reliability_filter,0.12000,8,576,0.04688,0.01728,0.00347,0.00481,0.00000,0.00000,0.03993,0.01600,0.02431,0.01259,0.02778,0.01343,0.03819,0.01567,0.08034,0.02215,0.00707,0.00307,0.02702,0.00722,0.01000,0.01537,0.08681,0.02301
conformal_sensor_reliability_filter,0.12000,9,576,0.03646,0.01532,0.00521,0.00588,0.00347,0.00481,0.02431,0.01259,0.02951,0.01383,0.02257,0.01214,0.02951,0.01383,0.06613,0.01999,0.00554,0.00274,0.02252,0.00660,0.00126,0.01414,0.07292,0.02125
conformal_sensor_reliability_filter,0.16000,0,576,0.12500,0.02703,0.03472,0.01496,0.01736,0.01068,0.10938,0.02551,0.08160,0.02238,0.05903,0.01926,0.04340,0.01666,0.20680,0.02867,0.00674,0.00276,0.08289,0.01126,0.00497,0.02913,0.26736,0.03618
conformal_sensor_reliability_filter,0.16000,1,576,0.13889,0.02827,0.03819,0.01567,0.01042,0.00830,0.10764,0.02533,0.06944,0.02078,0.06944,0.02078,0.03993,0.01600,0.21501,0.02878,0.00639,0.00255,0.08616,0.01134,0.01693,0.02892,0.27951,0.03668
conformal_sensor_reliability_filter,0.16000,2,576,0.14583,0.02885,0.02604,0.01302,0.02083,0.01167,0.10417,0.02497,0.07812,0.02194,0.07292,0.02125,0.05035,0.01787,0.21240,0.02914,0.00786,0.00307,0.08491,0.01139,0.02537,0.02814,0.27257,0.03640
conformal_sensor_reliability_filter,0.16000,3,576,0.13715,0.02812,0.04167,0.01633,0.01562,0.01014,0.10243,0.02478,0.06944,0.02078,0.05903,0.01926,0.02431,0.01259,0.20164,0.02791,0.00519,0.00256,0.08210,0.01121,0.01664,0.02661,0.26562,0.03610
conformal_sensor_reliability_filter,0.16000,4,576,0.13889,0.02827,0.03299,0.01460,0.02257,0.01214,0.09201,0.02363,0.08681,0.02301,0.05208,0.01816,0.03472,0.01496,0.19940,0.02791,0.00514,0.00235,0.08074,0.01112,0.02209,0.02724,0.26215,0.03595
conformal_sensor_reliability_filter,0.16000,5,576,0.14062,0.02841,0.03125,0.01422,0.02257,0.01214,0.11806,0.02637,0.08160,0.02238,0.05903,0.01926,0.03125,0.01422,0.20496,0.02831,0.00548,0.00238,0.08231,0.01118,0.02339,0.02842,0.26736,0.03618
conformal_sensor_reliability_filter,0.16000,6,576,0.13889,0.02827,0.03125,0.01422,0.01562,0.01014,0.10417,0.02497,0.08160,0.02238,0.07292,0.02125,0.03819,0.01567,0.20444,0.02821,0.00591,0.00255,0.08231,0.01118,0.02157,0.02772,0.26736,0.03618
conformal_sensor_reliability_filter,0.16000,7,576,0.15451,0.02954,0.05035,0.01787,0.01215,0.00896,0.10764,0.02533,0.09896,0.02441,0.06944,0.02078,0.03819,0.01567,0.22022,0.02920,0.00719,0.00274,0.08797,0.01144,0.01739,0.02805,0.28472,0.03689
conformal_sensor_reliability_filter,0.16000,8,576,0.13368,0.02782,0.04514,0.01697,0.02257,0.01214,0.10938,0.02551,0.08333,0.02259,0.06076,0.01953,0.03993,0.01600,0.21850,0.02929,0.00728,0.00281,0.08725,0.01144,-0.00383,0.02974,0.28125,0.03675
conformal_sensor_reliability_filter,0.16000,9,576,0.14062,0.02841,0.03125,0.01422,0.00868,0.00758,0.12674,0.02719,0.08333,0.02259,0.07986,0.02216,0.03993,0.01600,0.20777,0.02846,0.00603,0.00251,0.08347,0.01124,0.02587,0.02781,0.27083,0.03632
conformal_sensor_reliability_filter,0.20000,0,576,0.27083,0.03632,0.10243,0.02478,0.04514,0.01697,0.22049,0.03389,0.14062,0.02841,0.12326,0.02687,0.04861,0.01758,0.39079,0.03113,0.00670,0.00131,0.16467,0.01312,-0.00112,0.04115,0.51562,0.04085
conformal_sensor_reliability_filter,0.20000,1,576,0.26910,0.03625,0.08507,0.02280,0.04167,0.01633,0.22569,0.03417,0.12674,0.02719,0.12847,0.02735,0.03819,0.01567,0.39375,0.03165,0.00890,0.00234,0.16419,0.01309,0.01902,0.04150,0.51562,0.04085
conformal_sensor_reliability_filter,0.20000,2,576,0.27604,0.03654,0.09375,0.02382,0.03819,0.01567,0.18229,0.03156,0.13194,0.02766,0.13542,0.02797,0.04688,0.01728,0.38894,0.03182,0.00932,0.00249,0.16211,0.01314,0.01621,0.04324,0.50694,0.04086
conformal_sensor_reliability_filter,0.20000,3,576,0.26910,0.03625,0.09028,0.02342,0.05903,0.01926,0.19618,0.03246,0.12847,0.02735,0.11806,0.02637,0.03819,0.01567,0.40171,0.03174,0.00912,0.00236,0.16673,0.01306,0.00077,0.04190,0.52431,0.04082
conformal_sensor_reliability_filter,0.20000,4,576,0.27951,0.03668,0.10069,0.02460,0.03472,0.01496,0.19097,0.03213,0.15799,0.02981,0.11632,0.02621,0.03993,0.01600,0.40222,0.03185,0.00958,0.00270,0.16711,0.01311,0.01985,0.04127,0.52431,0.04082
conformal_sensor_reliability_filter,0.20000,5,576,0.27083,0.03632,0.09028,0.02342,0.03993,0.01600,0.20833,0.03320,0.14062,0.02841,0.12674,0.02719,0.05556,0.01872,0.39401,0.03158,0.00822,0.00202,0.16486,0.01314,0.01291,0.04274,0.51562,0.04085
conformal_sensor_reliability_filter,0.20000,6,576,0.26736,0.03618,0.06944,0.02078,0.04340,0.01666,0.22396,0.03408,0.15104,0.02927,0.14757,0.02899,0.05035,0.01787,0.38913,0.03171,0.00889,0.00231,0.16244,0.01313,0.02499,0.03792,0.50868,0.04086
conformal_sensor_reliability_filter,0.20000,7,576,0.26389,0.03603,0.07118,0.02102,0.04167,0.01633,0.19618,0.03246,0.14757,0.02899,0.13368,0.02782,0.05035,0.01787,0.39588,0.03206,0.00996,0.00266,0.16436,0.01315,0.02393,0.03785,0.51389,0.04085
conformal_sensor_reliability_filter,0.20000,8,576,0.27083,0.03632,0.08507,0.02280,0.04514,0.01697,0.22743,0.03426,0.15451,0.02954,0.13194,0.02766,0.04167,0.01633,0.38947,0.03158,0.00808,0.00196,0.16370,0.01317,0.01691,0.03989,0.51042,0.04086
conformal_sensor_reliability_filter,0.20000,9,576,0.28819,0.03702,0.06771,0.02054,0.04861,0.01758,0.19792,0.03257,0.14757,0.02899,0.12847,0.02735,0.05556,0.01872,0.40326,0.03231,0.01143,0.00318,0.16598,0.01311,0.04512,0.03637,0.52083,0.04083
ensemble_uncertainty_gating,0.08000,0,576,0.00694,0.00679,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00347,0.00481,0.01042,0.00830,0.01328,0.01062,0.00298,0.00245,0.00400,0.00322,0.00080,0.00457,0.01042,0.00830
ensemble_uncertainty_gating,0.08000,1,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00174,0.00340,0.00174,0.00340,0.00868,0.00758,0.01016,0.00887,0.00190,0.00166,0.00293,0.00256,0.00063,0.00351,0.00868,0.00758
ensemble_uncertainty_gating,0.08000,2,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00521,0.00588,0.00174,0.00340,0.00868,0.00758,0.01042,0.00911,0.00236,0.00208,0.00314,0.00275,-0.00118,0.00338,0.00868,0.00758
ensemble_uncertainty_gating,0.08000,3,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00000,0.00000,0.00347,0.00481,0.00347,0.00481,0.00456,0.00633,0.00105,0.00145,0.00138,0.00191,0.00070,0.00098,0.00347,0.00481
ensemble_uncertainty_gating,0.08000,4,576,0.00868,0.00758,0.00000,0.00000,0.00000,0.00000,0.01042,0.00830,0.00347,0.00481,0.00521,0.00588,0.01736,0.01068,0.02162,0.01334,0.00468,0.00294,0.00639,0.00396,-0.00128,0.00458,0.01736,0.01068
ensemble_uncertainty_gating,0.08000,5,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.00347,0.00481,0.01736,0.01068,0.02059,0.01267,0.00413,0.00256,0.00600,0.00371,-0.00401,0.00604,0.01736,0.01068
ensemble_uncertainty_gating,0.08000,6,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.01042,0.00830,0.00694,0.00679,0.00521,0.00588,0.01562,0.01014,0.01965,0.01279,0.00473,0.00315,0.00587,0.00384,-0.00398,0.00496,0.01562,0.01014
ensemble_uncertainty_gating,0.08000,7,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00347,0.00481,0.00174,0.00340,0.00868,0.00758,0.01006,0.00879,0.00193,0.00170,0.00295,0.00258,-0.00109,0.00426,0.00868,0.00758
ensemble_uncertainty_gating,0.08000,8,576,0.00868,0.00758,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00347,0.00481,0.00694,0.00679,0.01389,0.00957,0.01802,0.01246,0.00433,0.00302,0.00563,0.00391,-0.00028,0.00453,0.01389,0.00957
ensemble_uncertainty_gating,0.08000,9,576,0.01042,0.00830,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00347,0.00481,0.01215,0.00896,0.01503,0.01111,0.00313,0.00235,0.00449,0.00333,0.00353,0.00474,0.01215,0.00896
ensemble_uncertainty_gating,0.12000,0,576,0.00868,0.00758,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00174,0.00340,0.00000,0.00000,0.01215,0.00896,0.01429,0.01054,0.00308,0.00228,0.00422,0.00311,0.00296,0.00460,0.01215,0.00896
ensemble_uncertainty_gating,0.12000,1,576,0.00694,0.00679,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00174,0.00340,0.00694,0.00679,0.01389,0.00957,0.01714,0.01183,0.00383,0.00275,0.00500,0.00349,-0.00183,0.00448,0.01389,0.00957
ensemble_uncertainty_gating,0.12000,2,576,0.00694,0.00679,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00521,0.00588,0.00174,0.00340,0.01042,0.00830,0.01219,0.00972,0.00236,0.00191,0.00347,0.00277,0.00155,0.00393,0.01042,0.00830
ensemble_uncertainty_gating,0.12000,3,576,0.01042,0.00830,0.00000,0.00000,0.00000,0.00000,0.01562,0.01014,0.00000,0.00000,0.00174,0.00340,0.02083,0.01167,0.02555,0.01436,0.00565,0.00326,0.00766,0.00434,-0.00011,0.00629,0.02083,0.01167
ensemble_uncertainty_gating,0.12000,4,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00347,0.00481,0.00347,0.00481,0.01042,0.00830,0.01272,0.01016,0.00293,0.00240,0.00387,0.00310,-0.00257,0.00438,0.01042,0.00830
ensemble_uncertainty_gating,0.12000,5,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00000,0.00000,0.00694,0.00679,0.00802,0.00784,0.00168,0.00166,0.00236,0.00232,0.00023,0.00341,0.00694,0.00679
ensemble_uncertainty_gating,0.12000,6,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00347,0.00481,0.00347,0.00481,0.00420,0.00581,0.00099,0.00137,0.00128,0.00177,-0.00270,0.00374,0.00347,0.00481
ensemble_uncertainty_gating,0.12000,7,576,0.00868,0.00758,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00521,0.00588,0.01389,0.00957,0.01910,0.01119,0.02386,0.01402,0.00554,0.00334,0.00721,0.00427,-0.00476,0.00676,0.01910,0.01119
ensemble_uncertainty_gating,0.12000,8,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00000,0.00000,0.00174,0.00340,0.00347,0.00481,0.00410,0.00567,0.00077,0.00107,0.00118,0.00163,-0.00215,0.00306,0.00347,0.00481
ensemble_uncertainty_gating,0.12000,9,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00347,0.00481,0.00000,0.00000,0.00521,0.00588,0.00629,0.00711,0.00138,0.00159,0.00188,0.00214,0.00272,0.00308,0.00521,0.00588
ensemble_uncertainty_gating,0.16000,0,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00521,0.00588,0.01215,0.00896,0.01354,0.01010,0.00295,0.00230,0.00422,0.00313,-0.00194,0.00524,0.01215,0.00896
ensemble_uncertainty_gating,0.16000,1,576,0.00694,0.00679,0.00174,0.00340,0.00000,0.00000,0.00347,0.00481,0.00521,0.00588,0.00868,0.00758,0.01215,0.00896,0.01747,0.01156,0.00330,0.00230,0.00545,0.00357,-0.00385,0.00519,0.01562,0.01014
ensemble_uncertainty_gating,0.16000,2,576,0.00868,0.00758,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00347,0.00481,0.01910,0.01119,0.02525,0.01433,0.00514,0.00306,0.00759,0.00431,-0.00187,0.00708,0.02083,0.01167
ensemble_uncertainty_gating,0.16000,3,576,0.00868,0.00758,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.01042,0.00830,0.01910,0.01119,0.02316,0.01360,0.00529,0.00316,0.00679,0.00401,-0.00358,0.00537,0.01910,0.01119
ensemble_uncertainty_gating,0.16000,4,576,0.00694,0.00679,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00347,0.00481,0.00347,0.00481,0.01042,0.00830,0.01373,0.00968,0.00233,0.00178,0.00448,0.00310,0.00072,0.00570,0.01389,0.00957
ensemble_uncertainty_gating,0.16000,5,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.00174,0.00340,0.01042,0.00830,0.01401,0.01048,0.00311,0.00241,0.00441,0.00328,-0.00057,0.00466,0.01215,0.00896
ensemble_uncertainty_gating,0.16000,6,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00868,0.00758,0.00347,0.00481,0.00694,0.00679,0.01562,0.01014,0.01796,0.01176,0.00369,0.00252,0.00539,0.00351,-0.00588,0.00636,0.01562,0.01014
ensemble_uncertainty_gating,0.16000,7,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00174,0.00340,0.00521,0.00588,0.00868,0.00758,0.01042,0.00911,0.00229,0.00202,0.00313,0.00274,-0.00222,0.00446,0.00868,0.00758
ensemble_uncertainty_gating,0.16000,8,576,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.00521,0.00588,0.01215,0.00896,0.01382,0.01033,0.00287,0.00221,0.00432,0.00319,-0.00545,0.00557,0.01215,0.00896
ensemble_uncertainty_gating,0.16000,9,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00174,0.00340,0.01042,0.00830,0.01292,0.01032,0.00311,0.00256,0.00401,0.00324,-0.00036,0.00458,0.01042,0.00830
ensemble_uncertainty_gating,0.20000,0,576,0.06944,0.02078,0.01736,0.01068,0.00868,0.00758,0.05556,0.01872,0.03819,0.01567,0.04688,0.01728,0.01736,0.01068,0.10194,0.02145,0.01178,0.00300,0.04300,0.00892,0.00543,0.02061,0.13542,0.02797
ensemble_uncertainty_gating,0.20000,1,576,0.06250,0.01979,0.01389,0.00957,0.02257,0.01214,0.05729,0.01900,0.03472,0.01496,0.03125,0.01422,0.03299,0.01460,0.10413,0.02202,0.01252,0.00322,0.04256,0.00882,-0.00864,0.01890,0.13542,0.02797
ensemble_uncertainty_gating,0.20000,2,576,0.06424,0.02004,0.01910,0.01119,0.00694,0.00679,0.05729,0.01900,0.04514,0.01697,0.02083,0.01167,0.01736,0.01068,0.08980,0.02046,0.01027,0.00275,0.03715,0.00833,0.00998,0.01688,0.11806,0.02637
ensemble_uncertainty_gating,0.20000,3,576,0.06076,0.01953,0.02083,0.01167,0.00868,0.00758,0.04861,0.01758,0.04167,0.01633,0.03472,0.01496,0.02778,0.01343,0.09360,0.02061,0.01037,0.00272,0.03878,0.00842,-0.00420,0.02081,0.12500,0.02703
ensemble_uncertainty_gating,0.20000,4,576,0.06944,0.02078,0.02257,0.01214,0.01389,0.00957,0.03993,0.01600,0.03472,0.01496,0.04167,0.01633,0.03472,0.01496,0.10258,0.02236,0.01350,0.00372,0.04175,0.00887,-0.00723,0.02110,0.13021,0.02751
ensemble_uncertainty_gating,0.20000,5,576,0.07639,0.02171,0.01910,0.01119,0.01736,0.01068,0.06076,0.01953,0.03646,0.01532,0.03819,0.01567,0.01736,0.01068,0.10215,0.02155,0.01222,0.00320,0.04275,0.00887,0.00592,0.02049,0.13542,0.02797
ensemble_uncertainty_gating,0.20000,6,576,0.06597,0.02029,0.02083,0.01167,0.00521,0.00588,0.04167,0.01633,0.03819,0.01567,0.03299,0.01460,0.03125,0.01422,0.10257,0.02207,0.01279,0.00345,0.04185,0.00883,0.00176,0.01861,0.13194,0.02766
ensemble_uncertainty_gating,0.20000,7,576,0.08333,0.02259,0.02951,0.01383,0.00868,0.00758,0.05208,0.01816,0.03125,0.01422,0.03472,0.01496,0.02431,0.01259,0.10109,0.02172,0.01244,0.00336,0.04203,0.00886,0.00832,0.02320,0.13194,0.02766
ensemble_uncertainty_gating,0.20000,8,576,0.06944,0.02078,0.02604,0.01302,0.01736,0.01068,0.03993,0.01600,0.02431,0.01259,0.03993,0.01600,0.03125,0.01422,0.10298,0.02242,0.01308,0.00359,0.04174,0.00887,-0.01251,0.01912,0.13021,0.02751
ensemble_uncertainty_gating,0.20000,9,576,0.06771,0.02054,0.02778,0.01343,0.01389,0.00957,0.05382,0.01845,0.03299,0.01460,0.04861,0.01758,0.03819,0.01567,0.09887,0.02136,0.01175,0.00311,0.04070,0.00864,-0.01675,0.01935,0.13021,0.02751
independent_fault_detectors,0.08000,0,576,0.01215,0.00896,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00174,0.00340,0.00174,0.00340,0.01389,0.00957,0.01763,0.01216,0.00436,0.00303,0.00530,0.00366,0.00489,0.00460,0.01389,0.00957
independent_fault_detectors,0.08000,1,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00521,0.00588,0.00628,0.00709,0.00138,0.00157,0.00171,0.00194,0.00102,0.00299,0.00521,0.00588
independent_fault_detectors,0.08000,2,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00000,0.00000,0.00174,0.00340,0.00226,0.00444,0.00058,0.00115,0.00068,0.00134,-0.00086,0.00168,0.00174,0.00340
independent_fault_detectors,0.08000,3,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00669,0.00760,0.00165,0.00194,0.00193,0.00220,0.00093,0.00285,0.00521,0.00588
independent_fault_detectors,0.08000,4,576,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00347,0.00481,0.00174,0.00340,0.00521,0.00588,0.00688,0.00780,0.00180,0.00207,0.00209,0.00237,-0.00137,0.00251,0.00521,0.00588
independent_fault_detectors,0.08000,5,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00631,0.00713,0.00149,0.00169,0.00182,0.00207,-0.00247,0.00279,0.00521,0.00588
independent_fault_detectors,0.08000,6,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
independent_fault_detectors,0.08000,7,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00174,0.00340,0.00174,0.00340,0.01042,0.00830,0.01365,0.01089,0.00340,0.00272,0.00402,0.00322,-0.00045,0.00386,0.01042,0.00830
independent_fault_detectors,0.08000,8,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00469,0.00652,0.00125,0.00179,0.00142,0.00199,0.00173,0.00239,0.00347,0.00481
independent_fault_detectors,0.08000,9,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00174,0.00340,0.00174,0.00340,0.01042,0.00830,0.01347,0.01078,0.00313,0.00251,0.00407,0.00328,-0.00041,0.00454,0.01042,0.00830
independent_fault_detectors,0.12000,0,576,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00203,0.00398,0.00042,0.00082,0.00056,0.00110,0.00093,0.00183,0.00174,0.00340
independent_fault_detectors,0.12000,1,576,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00412,0.00571,0.00088,0.00122,0.00119,0.00164,0.00011,0.00239,0.00347,0.00481
independent_fault_detectors,0.12000,2,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00174,0.00340,0.00174,0.00340,0.00347,0.00481,0.00439,0.00608,0.00115,0.00160,0.00131,0.00182,-0.00221,0.00314,0.00347,0.00481
independent_fault_detectors,0.12000,3,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00347,0.00481,0.00347,0.00481,0.00868,0.00758,0.01100,0.00963,0.00268,0.00240,0.00316,0.00278,-0.00004,0.00404,0.00868,0.00758
independent_fault_detectors,0.12000,4,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00174,0.00340,0.00347,0.00481,0.00414,0.00574,0.00092,0.00127,0.00117,0.00161,-0.00215,0.00307,0.00347,0.00481
independent_fault_detectors,0.12000,5,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00521,0.00588,0.00674,0.00763,0.00157,0.00178,0.00203,0.00229,0.00040,0.00246,0.00521,0.00588
independent_fault_detectors,0.12000,6,576,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00174,0.00340,0.00174,0.00340,0.00225,0.00441,0.00058,0.00113,0.00069,0.00134,0.00036,0.00071,0.00174,0.00340
independent_fault_detectors,0.12000,7,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00174,0.00340,0.00000,0.00000,0.00347,0.00481,0.00433,0.00601,0.00112,0.00156,0.00128,0.00178,0.00180,0.00249,0.00347,0.00481
independent_fault_detectors,0.12000,8,576,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00208,0.00408,0.00045,0.00087,0.00060,0.00118,0.00092,0.00180,0.00174,0.00340
independent_fault_detectors,0.12000,9,576,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00204,0.00400,0.00042,0.00082,0.00052,0.00101,0.00041,0.00080,0.00174,0.00340
independent_fault_detectors,0.16000,0,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00347,0.00481,0.00000,0.00000,0.00521,0.00588,0.00633,0.00716,0.00148,0.00169,0.00185,0.00210,0.00100,0.00301,0.00521,0.00588
independent_fault_detectors,0.16000,1,576,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.00347,0.00481,0.01042,0.00830,0.01352,0.01080,0.00357,0.00290,0.00414,0.00334,-0.00096,0.00443,0.01042,0.00830
independent_fault_detectors,0.16000,2,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00215,0.00421,0.00052,0.00102,0.00066,0.00130,-0.00135,0.00265,0.00174,0.00340
independent_fault_detectors,0.16000,3,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00347,0.00481,0.00439,0.00608,0.00100,0.00139,0.00125,0.00173,-0.00220,0.00313,0.00347,0.00481
independent_fault_detectors,0.16000,4,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00174,0.00340,0.00521,0.00588,0.00669,0.00757,0.00159,0.00184,0.00199,0.00226,0.00041,0.00252,0.00521,0.00588
independent_fault_detectors,0.16000,5,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00000,0.00000,0.00347,0.00481,0.00694,0.00679,0.00837,0.00819,0.00189,0.00187,0.00243,0.00238,-0.00085,0.00368,0.00694,0.00679
independent_fault_detectors,0.16000,6,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00642,0.00725,0.00142,0.00161,0.00181,0.00205,-0.00248,0.00280,0.00521,0.00588
independent_fault_detectors,0.16000,7,576,0.00347,0.00481,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00347,0.00481,0.00498,0.00690,0.00132,0.00185,0.00149,0.00207,0.00167,0.00231,0.00347,0.00481
independent_fault_detectors,0.16000,8,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
independent_fault_detectors,0.16000,9,576,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
independent_fault_detectors,0.20000,0,576,0.00174,0.00340,0.00000,0.00000,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00000,0.00000,0.00347,0.00481,0.00584,0.00679,0.00144,0.00183,0.00192,0.00222,-0.00023,0.00258,0.00521,0.00588
