method,risk_budget,seed,rows,success,ci95_success,safety_violation,ci95_safety_violation,damage,ci95_damage,fault_f1,ci95_fault_f1,interaction_f1,ci95_interaction_f1,missed_fault,ci95_missed_fault,false_isolation,ci95_false_isolation,recovery_latency,ci95_recovery_latency,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility,covered,ci95_covered
bayesian_sensor_fusion_monitor,0.20000,4,576,0.17535,0.03108,0.04514,0.01697,0.03299,0.01460,0.14757,0.02899,0.13542,0.02797,0.06944,0.02078,0.02778,0.01343,0.20313,0.02538,0.01201,0.00238,0.07890,0.00976,0.03301,0.03131,0.30556,0.03765
bayesian_sensor_fusion_monitor,0.20000,5,576,0.18056,0.03144,0.04340,0.01666,0.03472,0.01496,0.14583,0.02885,0.12674,0.02719,0.05903,0.01926,0.05382,0.01845,0.21783,0.02667,0.01458,0.00304,0.08256,0.00990,0.03270,0.03200,0.31944,0.03811
bayesian_sensor_fusion_monitor,0.20000,6,576,0.18924,0.03202,0.05382,0.01845,0.02604,0.01302,0.15972,0.02994,0.13368,0.02782,0.06771,0.02054,0.05382,0.01845,0.22242,0.02662,0.01502,0.00310,0.08536,0.01004,0.03373,0.03044,0.32812,0.03838
bayesian_sensor_fusion_monitor,0.20000,7,576,0.17882,0.03132,0.05208,0.01816,0.03819,0.01567,0.15451,0.02954,0.12153,0.02671,0.06597,0.02029,0.03993,0.01600,0.21188,0.02555,0.01262,0.00223,0.08243,0.00987,0.02114,0.03475,0.31944,0.03811
bayesian_sensor_fusion_monitor,0.20000,8,576,0.18229,0.03156,0.04861,0.01758,0.03125,0.01422,0.14583,0.02885,0.13021,0.02751,0.05556,0.01872,0.05903,0.01926,0.21533,0.02590,0.01338,0.00251,0.08393,0.00997,0.03192,0.03225,0.32292,0.03822
bayesian_sensor_fusion_monitor,0.20000,9,576,0.17188,0.03084,0.03125,0.01422,0.02083,0.01167,0.16319,0.03021,0.13368,0.02782,0.05903,0.01926,0.03993,0.01600,0.20742,0.02525,0.01168,0.00207,0.08093,0.00980,0.05390,0.03005,0.31424,0.03794
causal_sensor_graph_monitor,0.08000,0,576,0.02083,0.01167,0.00000,0.00000,0.00000,0.00000,0.01389,0.00957,0.02778,0.01343,0.01042,0.00830,0.03646,0.01532,0.04044,0.01704,0.00884,0.00387,0.00954,0.00403,0.00097,0.00834,0.03646,0.01532
causal_sensor_graph_monitor,0.08000,1,576,0.01910,0.01119,0.00000,0.00000,0.00000,0.00000,0.01736,0.01068,0.01562,0.01014,0.00521,0.00588,0.03819,0.01567,0.04199,0.01730,0.00849,0.00362,0.00985,0.00407,0.00012,0.00837,0.03819,0.01567
causal_sensor_graph_monitor,0.08000,2,576,0.02257,0.01214,0.00000,0.00000,0.00000,0.00000,0.02257,0.01214,0.01910,0.01119,0.01389,0.00957,0.04514,0.01697,0.04957,0.01868,0.01076,0.00419,0.01189,0.00450,-0.00222,0.00904,0.04514,0.01697
causal_sensor_graph_monitor,0.08000,3,576,0.01736,0.01068,0.00000,0.00000,0.00000,0.00000,0.01910,0.01119,0.01562,0.01014,0.00694,0.00679,0.03299,0.01460,0.03692,0.01640,0.00741,0.00340,0.00859,0.00383,0.00012,0.00759,0.03299,0.01460
causal_sensor_graph_monitor,0.08000,4,576,0.02431,0.01259,0.00000,0.00000,0.00000,0.00000,0.02257,0.01214,0.02431,0.01259,0.00868,0.00758,0.03819,0.01567,0.04233,0.01742,0.00906,0.00389,0.01005,0.00417,0.00419,0.00765,0.03819,0.01567
causal_sensor_graph_monitor,0.08000,5,576,0.01562,0.01014,0.00000,0.00000,0.00000,0.00000,0.01389,0.00957,0.01910,0.01119,0.01042,0.00830,0.02778,0.01343,0.03137,0.01522,0.00701,0.00352,0.00747,0.00363,-0.00036,0.00724,0.02778,0.01343
causal_sensor_graph_monitor,0.08000,6,576,0.02778,0.01343,0.00000,0.00000,0.00000,0.00000,0.01389,0.00957,0.01910,0.01119,0.00347,0.00481,0.03472,0.01496,0.03896,0.01684,0.00823,0.00371,0.00907,0.00394,0.01074,0.00763,0.03472,0.01496
causal_sensor_graph_monitor,0.08000,7,576,0.01562,0.01014,0.00000,0.00000,0.00000,0.00000,0.01910,0.01119,0.01042,0.00830,0.00521,0.00588,0.02951,0.01383,0.03261,0.01533,0.00693,0.00332,0.00787,0.00372,0.00055,0.00694,0.02951,0.01383
causal_sensor_graph_monitor,0.08000,8,576,0.03125,0.01422,0.00000,0.00000,0.00000,0.00000,0.02778,0.01343,0.01910,0.01119,0.00694,0.00679,0.04514,0.01697,0.04967,0.01875,0.00986,0.00390,0.01197,0.00454,0.00859,0.00915,0.04514,0.01697
causal_sensor_graph_monitor,0.08000,9,576,0.01910,0.01119,0.00000,0.00000,0.00000,0.00000,0.03472,0.01496,0.02257,0.01214,0.01042,0.00830,0.04167,0.01633,0.04646,0.01829,0.00978,0.00396,0.01119,0.00441,-0.00317,0.00854,0.04167,0.01633
causal_sensor_graph_monitor,0.12000,0,576,0.01042,0.00830,0.00000,0.00000,0.00000,0.00000,0.01215,0.00896,0.01042,0.00830,0.00347,0.00481,0.02604,0.01302,0.02844,0.01426,0.00587,0.00306,0.00651,0.00329,-0.00247,0.00658,0.02604,0.01302
causal_sensor_graph_monitor,0.12000,1,576,0.03125,0.01422,0.00000,0.00000,0.00000,0.00000,0.01736,0.01068,0.01910,0.01119,0.00694,0.00679,0.04514,0.01697,0.05041,0.01903,0.01141,0.00447,0.01217,0.00462,0.00836,0.00860,0.04514,0.01697
causal_sensor_graph_monitor,0.12000,2,576,0.02951,0.01383,0.00000,0.00000,0.00000,0.00000,0.02431,0.01259,0.02257,0.01214,0.01042,0.00830,0.04167,0.01633,0.04907,0.01900,0.01040,0.00420,0.01146,0.00443,0.00673,0.00852,0.04340,0.01666
causal_sensor_graph_monitor,0.12000,3,576,0.02083,0.01167,0.00000,0.00000,0.00000,0.00000,0.01736,0.01068,0.01910,0.01119,0.01389,0.00957,0.03646,0.01532,0.04101,0.01728,0.00953,0.00414,0.00986,0.00417,-0.00021,0.00832,0.03646,0.01532
causal_sensor_graph_monitor,0.12000,4,576,0.01562,0.01014,0.00000,0.00000,0.00000,0.00000,0.01215,0.00896,0.01736,0.01068,0.00347,0.00481,0.02778,0.01343,0.03032,0.01471,0.00640,0.00325,0.00725,0.00353,0.00194,0.00702,0.02778,0.01343
causal_sensor_graph_monitor,0.12000,5,576,0.02951,0.01383,0.00000,0.00000,0.00000,0.00000,0.02951,0.01383,0.02431,0.01259,0.01042,0.00830,0.04861,0.01758,0.05606,0.02007,0.01234,0.00457,0.01338,0.00477,0.00365,0.00886,0.05035,0.01787
causal_sensor_graph_monitor,0.12000,6,576,0.02604,0.01302,0.00000,0.00000,0.00000,0.00000,0.01910,0.01119,0.02083,0.01167,0.01042,0.00830,0.04340,0.01666,0.04774,0.01839,0.00941,0.00371,0.01093,0.00423,0.00314,0.00852,0.04340,0.01666
causal_sensor_graph_monitor,0.12000,7,576,0.02604,0.01302,0.00000,0.00000,0.00000,0.00000,0.01910,0.01119,0.01389,0.00957,0.00868,0.00758,0.03472,0.01496,0.03850,0.01664,0.00838,0.00373,0.00925,0.00401,0.00750,0.00750,0.03472,0.01496
causal_sensor_graph_monitor,0.12000,8,576,0.01215,0.00896,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00694,0.00679,0.00000,0.00000,0.01562,0.01014,0.01678,0.01091,0.00333,0.00225,0.00389,0.00254,0.00511,0.00547,0.01562,0.01014
causal_sensor_graph_monitor,0.12000,9,576,0.01215,0.00896,0.00000,0.00000,0.00000,0.00000,0.01562,0.01014,0.01736,0.01068,0.00868,0.00758,0.03299,0.01460,0.03727,0.01657,0.00839,0.00387,0.00879,0.00392,-0.00574,0.00823,0.03299,0.01460
causal_sensor_graph_monitor,0.16000,0,576,0.08854,0.02322,0.00868,0.00758,0.00868,0.00758,0.07465,0.02148,0.07639,0.02171,0.03125,0.01422,0.04688,0.01728,0.10520,0.02221,0.01305,0.00387,0.03401,0.00685,0.03070,0.01900,0.14236,0.02856
causal_sensor_graph_monitor,0.16000,1,576,0.07292,0.02125,0.01042,0.00830,0.00521,0.00588,0.05903,0.01926,0.07986,0.02216,0.02604,0.01302,0.04514,0.01697,0.09716,0.02143,0.01201,0.00391,0.03204,0.00673,0.01959,0.01865,0.13368,0.02782
causal_sensor_graph_monitor,0.16000,2,576,0.09201,0.02363,0.02083,0.01167,0.01215,0.00896,0.06424,0.02004,0.07986,0.02216,0.02778,0.01343,0.04514,0.01697,0.10845,0.02286,0.01367,0.00425,0.03551,0.00708,0.01902,0.02136,0.14583,0.02885
causal_sensor_graph_monitor,0.16000,3,576,0.08681,0.02301,0.01389,0.00957,0.00521,0.00588,0.07292,0.02125,0.06250,0.01979,0.02083,0.01167,0.04167,0.01633,0.09179,0.02084,0.01116,0.00376,0.03011,0.00650,0.03319,0.02013,0.12674,0.02719
causal_sensor_graph_monitor,0.16000,4,576,0.07986,0.02216,0.02431,0.01259,0.00694,0.00679,0.07292,0.02125,0.07292,0.02125,0.02257,0.01214,0.04340,0.01666,0.09780,0.02161,0.01201,0.00377,0.03203,0.00670,0.01146,0.02086,0.13368,0.02782
causal_sensor_graph_monitor,0.16000,5,576,0.09549,0.02402,0.01215,0.00896,0.00347,0.00481,0.05903,0.01926,0.06424,0.02004,0.02083,0.01167,0.05035,0.01787,0.10022,0.02174,0.01216,0.00375,0.03255,0.00672,0.04144,0.01955,0.13715,0.02812
causal_sensor_graph_monitor,0.16000,6,576,0.07986,0.02216,0.01042,0.00830,0.01042,0.00830,0.06250,0.01979,0.06597,0.02029,0.02431,0.01259,0.05382,0.01845,0.10364,0.02231,0.01284,0.00388,0.03308,0.00678,0.01947,0.01817,0.13889,0.02827
causal_sensor_graph_monitor,0.16000,7,576,0.09549,0.02402,0.01562,0.01014,0.00347,0.00481,0.07639,0.02171,0.06424,0.02004,0.02604,0.01302,0.03993,0.01600,0.09934,0.02116,0.01160,0.00365,0.03330,0.00678,0.03877,0.02028,0.14062,0.02841
causal_sensor_graph_monitor,0.16000,8,576,0.07812,0.02194,0.01215,0.00896,0.00521,0.00588,0.05035,0.01787,0.06771,0.02054,0.02778,0.01343,0.04167,0.01633,0.09706,0.02142,0.01167,0.00368,0.03121,0.00658,0.02330,0.01839,0.13194,0.02766
causal_sensor_graph_monitor,0.16000,9,576,0.06771,0.02054,0.01562,0.01014,0.00868,0.00758,0.06076,0.01953,0.06771,0.02054,0.02604,0.01302,0.04340,0.01666,0.09340,0.02104,0.01154,0.00382,0.03046,0.00653,0.00707,0.01948,0.12847,0.02735
causal_sensor_graph_monitor,0.20000,0,576,0.22396,0.03408,0.07292,0.02125,0.03646,0.01532,0.16840,0.03059,0.18056,0.03144,0.06944,0.02078,0.05556,0.01872,0.23172,0.02625,0.02096,0.00368,0.08664,0.00951,0.03544,0.03468,0.35938,0.03922
causal_sensor_graph_monitor,0.20000,1,576,0.21007,0.03330,0.06424,0.02004,0.02951,0.01383,0.17882,0.03132,0.18576,0.03179,0.07812,0.02194,0.04861,0.01758,0.23363,0.02649,0.02126,0.00378,0.08657,0.00947,0.03531,0.03256,0.36111,0.03926
causal_sensor_graph_monitor,0.20000,2,576,0.22569,0.03417,0.06076,0.01953,0.02431,0.01259,0.15799,0.02981,0.20139,0.03278,0.06424,0.02004,0.04514,0.01697,0.22795,0.02545,0.01954,0.00325,0.08679,0.00948,0.06504,0.03304,0.36111,0.03926
causal_sensor_graph_monitor,0.20000,3,576,0.20139,0.03278,0.04861,0.01758,0.04861,0.01758,0.19618,0.03246,0.18403,0.03167,0.07465,0.02148,0.06076,0.01953,0.24358,0.02689,0.02326,0.00415,0.08972,0.00956,0.02397,0.03399,0.37326,0.03953
causal_sensor_graph_monitor,0.20000,4,576,0.20486,0.03299,0.06076,0.01953,0.02951,0.01383,0.18750,0.03190,0.17708,0.03120,0.06076,0.01953,0.06424,0.02004,0.23139,0.02593,0.02027,0.00335,0.08635,0.00943,0.03576,0.03449,0.36111,0.03926
causal_sensor_graph_monitor,0.20000,5,576,0.21875,0.03379,0.05729,0.01900,0.01562,0.01014,0.18576,0.03179,0.19271,0.03224,0.07292,0.02125,0.04514,0.01697,0.23585,0.02662,0.02232,0.00404,0.08704,0.00947,0.06480,0.03153,0.36285,0.03930
causal_sensor_graph_monitor,0.20000,6,576,0.22569,0.03417,0.05903,0.01926,0.02951,0.01383,0.16493,0.03033,0.17882,0.03132,0.06771,0.02054,0.06076,0.01953,0.22031,0.02518,0.01843,0.00304,0.08316,0.00932,0.05939,0.03389,0.34896,0.03896
causal_sensor_graph_monitor,0.20000,7,576,0.22049,0.03389,0.04514,0.01697,0.03993,0.01600,0.16319,0.03021,0.18403,0.03167,0.06944,0.02078,0.06076,0.01953,0.22681,0.02592,0.02003,0.00348,0.08474,0.00940,0.05884,0.03465,0.35417,0.03909
causal_sensor_graph_monitor,0.20000,8,576,0.18403,0.03167,0.03819,0.01567,0.02431,0.01259,0.16840,0.03059,0.17882,0.03132,0.06076,0.01953,0.03472,0.01496,0.21281,0.02467,0.01719,0.00279,0.08121,0.00928,0.05431,0.03248,0.34028,0.03873
causal_sensor_graph_monitor,0.20000,9,576,0.21875,0.03379,0.06597,0.02029,0.01736,0.01068,0.18924,0.03202,0.17882,0.03132,0.06944,0.02078,0.08160,0.02238,0.24997,0.02777,0.02514,0.00451,0.09010,0.00957,0.04353,0.03452,0.37500,0.03957
conformal_sensor_reliability_filter,0.08000,0,576,0.01389,0.00957,0.00000,0.00000,0.00000,0.00000,0.00868,0.00758,0.00694,0.00679,0.00521,0.00588,0.02604,0.01302,0.03229,0.01619,0.00547,0.00293,0.00922,0.00466,-0.00024,0.00657,0.02604,0.01302
conformal_sensor_reliability_filter,0.08000,1,576,0.01562,0.01014,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00521,0.00588,0.00174,0.00340,0.02083,0.01167,0.02584,0.01451,0.00415,0.00241,0.00735,0.00415,0.00507,0.00640,0.02083,0.01167
conformal_sensor_reliability_filter,0.08000,2,576,0.00694,0.00679,0.00000,0.00000,0.00000,0.00000,0.01562,0.01014,0.00868,0.00758,0.00347,0.00481,0.02431,0.01259,0.02981,0.01547,0.00498,0.00267,0.00841,0.00439,-0.00576,0.00587,0.02431,0.01259
conformal_sensor_reliability_filter,0.08000,3,576,0.01389,0.00957,0.00000,0.00000,0.00000,0.00000,0.01042,0.00830,0.00868,0.00758,0.00521,0.00588,0.02604,0.01302,0.03265,0.01637,0.00563,0.00287,0.00929,0.00467,-0.00031,0.00658,0.02604,0.01302
conformal_sensor_reliability_filter,0.08000,4,576,0.00868,0.00758,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00521,0.00588,0.00694,0.00679,0.01910,0.01119,0.02405,0.01414,0.00434,0.00266,0.00682,0.00403,-0.00270,0.00657,0.01910,0.01119
conformal_sensor_reliability_filter,0.08000,5,576,0.01736,0.01068,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.00174,0.00340,0.00521,0.00588,0.02257,0.01214,0.02790,0.01505,0.00470,0.00261,0.00801,0.00434,0.00493,0.00557,0.02257,0.01214
conformal_sensor_reliability_filter,0.08000,6,576,0.01042,0.00830,0.00000,0.00000,0.00000,0.00000,0.00521,0.00588,0.00694,0.00679,0.00347,0.00481,0.01910,0.01119,0.02285,0.01341,0.00338,0.00206,0.00635,0.00375,0.00035,0.00580,0.01910,0.01119
conformal_sensor_reliability_filter,0.08000,7,576,0.01562,0.01014,0.00000,0.00000,0.00000,0.00000,0.01042,0.00830,0.00174,0.00340,0.00521,0.00588,0.02257,0.01214,0.02826,0.01524,0.00500,0.00281,0.00802,0.00436,0.00311,0.00617,0.02257,0.01214
conformal_sensor_reliability_filter,0.08000,8,576,0.00868,0.00758,0.00000,0.00000,0.00000,0.00000,0.00868,0.00758,0.00694,0.00679,0.00521,0.00588,0.02083,0.01167,0.02535,0.01425,0.00355,0.00204,0.00706,0.00398,-0.00279,0.00645,0.02083,0.01167
conformal_sensor_reliability_filter,0.08000,9,576,0.02257,0.01214,0.00000,0.00000,0.00000,0.00000,0.00694,0.00679,0.01736,0.01068,0.00347,0.00481,0.03646,0.01532,0.04483,0.01890,0.00725,0.00320,0.01266,0.00537,0.00403,0.00743,0.03646,0.01532
conformal_sensor_reliability_filter,0.12000,0,576,0.05035,0.01787,0.00000,0.00000,0.00521,0.00588,0.02778,0.01343,0.01910,0.01119,0.01736,0.01068,0.03125,0.01422,0.06421,0.01968,0.00564,0.00287,0.02227,0.00663,0.02085,0.01473,0.07118,0.02102
conformal_sensor_reliability_filter,0.12000,1,576,0.03472,0.01496,0.00347,0.00481,0.00694,0.00679,0.02604,0.01302,0.01910,0.01119,0.01910,0.01119,0.01562,0.01014,0.05021,0.01668,0.00258,0.00182,0.01833,0.00594,0.00605,0.01460,0.06076,0.01953
conformal_sensor_reliability_filter,0.12000,2,576,0.03819,0.01567,0.00521,0.00588,0.00521,0.00588,0.02604,0.01302,0.02604,0.01302,0.02083,0.01167,0.03472,0.01496,0.07202,0.02144,0.00713,0.00341,0.02499,0.00719,-0.00033,0.01298,0.07639,0.02171
conformal_sensor_reliability_filter,0.12000,3,576,0.03646,0.01532,0.00174,0.00340,0.00347,0.00481,0.02604,0.01302,0.02951,0.01383,0.02083,0.01167,0.02778,0.01343,0.05934,0.01929,0.00540,0.00286,0.02067,0.00652,0.00726,0.01334,0.06424,0.02004
