method,split,task,family,mean_success,ci95_success,mean_safety_violation,ci95_safety_violation,mean_damage,ci95_damage,mean_fault_f1,ci95_fault_f1,mean_interaction_f1,ci95_interaction_f1,mean_false_isolation,ci95_false_isolation,mean_recovery_latency,ci95_recovery_latency,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
robust_single_worst_sensor_policy,combined_stress,tool_use_contact_control,vision_only,0.4490,0.0437,0.1599,0.0168,0.1088,0.0148,0.4082,0.0755,0.3214,0.0581,0.3878,0.0349,0.7835,0.0049,0.4814,0.0075,7,0.2466
robust_single_worst_sensor_policy,delayed_sensor_recovery,deformable_handling,compositional_multi_sensor,0.6105,0.0248,0.3741,0.0292,0.2109,0.0463,0.4677,0.0232,0.3061,0.0355,0.3384,0.0264,0.9853,0.0138,0.6954,0.0045,7,0.3027
robust_single_worst_sensor_policy,delayed_sensor_recovery,deformable_handling,depth_only,0.5272,0.0460,0.1616,0.0283,0.1361,0.0309,0.4694,0.0321,0.3095,0.0517,0.3299,0.0406,0.7988,0.0142,0.4751,0.0072,7,0.2075
robust_single_worst_sensor_policy,delayed_sensor_recovery,deformable_handling,force_torque_only,0.5663,0.0337,0.2194,0.0305,0.1259,0.0069,0.4133,0.0296,0.3401,0.0461,0.3673,0.0290,0.8073,0.0074,0.4985,0.0090,7,0.1939
robust_single_worst_sensor_policy,delayed_sensor_recovery,deformable_handling,language_grounding_only,0.5408,0.0264,0.1701,0.0253,0.0884,0.0313,0.4592,0.0321,0.3231,0.0271,0.3622,0.0215,0.8172,0.0114,0.4572,0.0073,7,0.1837
robust_single_worst_sensor_policy,delayed_sensor_recovery,deformable_handling,proprioception_only,0.5442,0.0352,0.1633,0.0253,0.1088,0.0281,0.4456,0.0313,0.3469,0.0354,0.3588,0.0303,0.8003,0.0137,0.4639,0.0063,7,0.1735
robust_single_worst_sensor_policy,delayed_sensor_recovery,deformable_handling,tactile_only,0.5153,0.0506,0.1752,0.0337,0.1088,0.0230,0.4626,0.0421,0.3520,0.0249,0.3571,0.0461,0.8012,0.0155,0.4757,0.0058,7,0.2364
robust_single_worst_sensor_policy,delayed_sensor_recovery,deformable_handling,vision_only,0.5680,0.0321,0.1480,0.0196,0.0952,0.0191,0.4133,0.0446,0.3248,0.0337,0.3639,0.0175,0.7996,0.0118,0.4619,0.0040,7,0.1701
robust_single_worst_sensor_policy,delayed_sensor_recovery,grasp_selection,compositional_multi_sensor,0.5867,0.0410,0.2874,0.0427,0.1871,0.0189,0.4575,0.0400,0.3010,0.0258,0.3520,0.0203,0.9525,0.0081,0.6285,0.0052,7,0.3078
robust_single_worst_sensor_policy,delayed_sensor_recovery,grasp_selection,depth_only,0.5765,0.0325,0.1446,0.0213,0.0969,0.0187,0.4575,0.0449,0.3401,0.0475,0.3878,0.0493,0.8131,0.0109,0.4476,0.0040,7,0.1803
robust_single_worst_sensor_policy,delayed_sensor_recovery,grasp_selection,force_torque_only,0.5459,0.0285,0.1531,0.0396,0.1173,0.0285,0.4286,0.0423,0.3384,0.0243,0.3316,0.0396,0.8069,0.0098,0.4639,0.0067,7,0.1922
robust_single_worst_sensor_policy,delayed_sensor_recovery,grasp_selection,language_grounding_only,0.5561,0.0337,0.1344,0.0214,0.0799,0.0159,0.4575,0.0480,0.3469,0.0487,0.3724,0.0416,0.8073,0.0089,0.4309,0.0060,7,0.1888
robust_single_worst_sensor_policy,delayed_sensor_recovery,grasp_selection,proprioception_only,0.5493,0.0396,0.1224,0.0253,0.1003,0.0305,0.4592,0.0567,0.3265,0.0404,0.3673,0.0200,0.7936,0.0069,0.4305,0.0060,7,0.1803
robust_single_worst_sensor_policy,delayed_sensor_recovery,grasp_selection,tactile_only,0.5663,0.0488,0.1514,0.0390,0.1105,0.0337,0.4218,0.0367,0.2857,0.0617,0.3180,0.0366,0.7936,0.0116,0.4401,0.0066,7,0.1820
robust_single_worst_sensor_policy,delayed_sensor_recovery,grasp_selection,vision_only,0.5255,0.0358,0.1429,0.0353,0.0765,0.0345,0.4694,0.0524,0.3299,0.0167,0.3520,0.0435,0.7907,0.0232,0.4380,0.0049,7,0.2092
robust_single_worst_sensor_policy,delayed_sensor_recovery,insertion_alignment,compositional_multi_sensor,0.5884,0.0429,0.3435,0.0312,0.1854,0.0264,0.4507,0.0351,0.3078,0.0276,0.4031,0.0294,0.9818,0.0057,0.6754,0.0057,7,0.3333
robust_single_worst_sensor_policy,delayed_sensor_recovery,insertion_alignment,depth_only,0.5051,0.0514,0.1548,0.0371,0.0952,0.0283,0.4473,0.0325,0.3520,0.0337,0.3878,0.0333,0.7938,0.0100,0.4620,0.0098,7,0.1803
robust_single_worst_sensor_policy,delayed_sensor_recovery,insertion_alignment,force_torque_only,0.5272,0.0471,0.1650,0.0285,0.1071,0.0244,0.4796,0.0566,0.3044,0.0404,0.3367,0.0406,0.8091,0.0134,0.4797,0.0073,7,0.2347
robust_single_worst_sensor_policy,delayed_sensor_recovery,insertion_alignment,language_grounding_only,0.4762,0.0374,0.1412,0.0200,0.1071,0.0125,0.4507,0.0473,0.3197,0.0508,0.3656,0.0387,0.8051,0.0060,0.4470,0.0048,7,0.2585
robust_single_worst_sensor_policy,delayed_sensor_recovery,insertion_alignment,proprioception_only,0.5544,0.0238,0.1548,0.0310,0.1156,0.0263,0.4524,0.0169,0.2874,0.0320,0.3418,0.0226,0.7975,0.0073,0.4539,0.0054,7,0.2143
robust_single_worst_sensor_policy,delayed_sensor_recovery,insertion_alignment,tactile_only,0.5425,0.0496,0.1871,0.0348,0.1259,0.0254,0.4626,0.0457,0.3282,0.0511,0.3537,0.0493,0.8005,0.0131,0.4740,0.0046,7,0.1565
robust_single_worst_sensor_policy,delayed_sensor_recovery,insertion_alignment,vision_only,0.5306,0.0553,0.1310,0.0310,0.0952,0.0204,0.4371,0.0309,0.3350,0.0372,0.3350,0.0230,0.7942,0.0152,0.4561,0.0098,7,0.2075
robust_single_worst_sensor_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,compositional_multi_sensor,0.5986,0.0566,0.3401,0.0183,0.1956,0.0227,0.4592,0.0333,0.3010,0.0258,0.3214,0.0255,0.9719,0.0076,0.6774,0.0057,7,0.3044
robust_single_worst_sensor_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,depth_only,0.5119,0.0269,0.1480,0.0317,0.1020,0.0360,0.4813,0.0562,0.3350,0.0285,0.3163,0.0363,0.8000,0.0137,0.4670,0.0064,7,0.1973
robust_single_worst_sensor_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,force_torque_only,0.5629,0.0431,0.1905,0.0322,0.1344,0.0226,0.4422,0.0484,0.3282,0.0168,0.3299,0.0226,0.8039,0.0075,0.4868,0.0052,7,0.2058
robust_single_worst_sensor_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,language_grounding_only,0.5102,0.0347,0.1497,0.0301,0.0850,0.0230,0.4694,0.0356,0.3095,0.0153,0.3520,0.0274,0.8139,0.0111,0.4541,0.0081,7,0.1735
robust_single_worst_sensor_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,proprioception_only,0.5629,0.0541,0.1446,0.0347,0.0867,0.0287,0.4490,0.0449,0.3010,0.0333,0.3759,0.0529,0.8033,0.0114,0.4584,0.0077,7,0.1888
robust_single_worst_sensor_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,tactile_only,0.5459,0.0518,0.1667,0.0310,0.1310,0.0364,0.4813,0.0567,0.3078,0.0439,0.3571,0.0330,0.7937,0.0114,0.4667,0.0055,7,0.1599
robust_single_worst_sensor_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,vision_only,0.5442,0.0355,0.1599,0.0203,0.1224,0.0174,0.4677,0.0452,0.3061,0.0455,0.3469,0.0307,0.7947,0.0106,0.4564,0.0076,7,0.2092
robust_single_worst_sensor_policy,delayed_sensor_recovery,tool_use_contact_control,compositional_multi_sensor,0.5544,0.0238,0.3622,0.0349,0.1973,0.0416,0.4660,0.0579,0.2993,0.0382,0.3759,0.0317,0.9728,0.0115,0.6611,0.0076,7,0.3520
robust_single_worst_sensor_policy,delayed_sensor_recovery,tool_use_contact_control,depth_only,0.5561,0.0482,0.1480,0.0337,0.0833,0.0144,0.4354,0.0438,0.3095,0.0450,0.3333,0.0450,0.8008,0.0146,0.4571,0.0062,7,0.1718
robust_single_worst_sensor_policy,delayed_sensor_recovery,tool_use_contact_control,force_torque_only,0.5646,0.0469,0.1684,0.0399,0.1139,0.0209,0.4473,0.0209,0.3197,0.0382,0.3554,0.0347,0.8058,0.0086,0.4769,0.0046,7,0.1633
robust_single_worst_sensor_policy,delayed_sensor_recovery,tool_use_contact_control,language_grounding_only,0.5170,0.0374,0.1531,0.0320,0.0867,0.0309,0.4966,0.0189,0.3333,0.0519,0.3452,0.0494,0.8140,0.0159,0.4400,0.0095,7,0.2381
robust_single_worst_sensor_policy,delayed_sensor_recovery,tool_use_contact_control,proprioception_only,0.5340,0.0316,0.1650,0.0262,0.1071,0.0191,0.4422,0.0442,0.2857,0.0486,0.3622,0.0243,0.7869,0.0100,0.4428,0.0079,7,0.2007
robust_single_worst_sensor_policy,delayed_sensor_recovery,tool_use_contact_control,tactile_only,0.5527,0.0394,0.1156,0.0431,0.1190,0.0404,0.4643,0.0306,0.3435,0.0294,0.3180,0.0278,0.7950,0.0069,0.4553,0.0061,7,0.1752
robust_single_worst_sensor_policy,delayed_sensor_recovery,tool_use_contact_control,vision_only,0.4983,0.0252,0.1446,0.0139,0.1122,0.0283,0.4643,0.0407,0.3384,0.0069,0.3265,0.0317,0.7897,0.0097,0.4471,0.0034,7,0.2058
robust_single_worst_sensor_policy,nominal,deformable_handling,compositional_multi_sensor,0.6514,0.0287,0.2432,0.0287,0.1190,0.0239,0.5068,0.0413,0.4031,0.0518,0.3044,0.0287,0.6789,0.0161,0.5072,0.0068,7,0.2687
robust_single_worst_sensor_policy,nominal,deformable_handling,depth_only,0.6378,0.0419,0.1207,0.0156,0.0867,0.0141,0.5000,0.0274,0.3844,0.0337,0.2789,0.0269,0.5487,0.0081,0.3545,0.0052,7,0.1514
robust_single_worst_sensor_policy,nominal,deformable_handling,force_torque_only,0.6259,0.0477,0.1293,0.0339,0.0850,0.0320,0.4660,0.0627,0.3844,0.0400,0.3384,0.0419,0.5566,0.0096,0.3740,0.0063,7,0.1956
robust_single_worst_sensor_policy,nominal,deformable_handling,language_grounding_only,0.6259,0.0325,0.1088,0.0230,0.0646,0.0143,0.4864,0.0365,0.3401,0.0296,0.3078,0.0412,0.5571,0.0107,0.3396,0.0059,7,0.1820
robust_single_worst_sensor_policy,nominal,deformable_handling,proprioception_only,0.6344,0.0428,0.1122,0.0274,0.0697,0.0200,0.5085,0.0300,0.3929,0.0260,0.3095,0.0429,0.5487,0.0162,0.3439,0.0055,7,0.1446
robust_single_worst_sensor_policy,nominal,deformable_handling,tactile_only,0.6020,0.0221,0.1054,0.0303,0.0680,0.0150,0.5000,0.0378,0.3656,0.0373,0.2772,0.0352,0.5541,0.0117,0.3516,0.0051,7,0.2143
robust_single_worst_sensor_policy,nominal,deformable_handling,vision_only,0.6429,0.0297,0.1054,0.0386,0.0612,0.0206,0.4881,0.0398,0.3810,0.0176,0.2653,0.0474,0.5520,0.0068,0.3532,0.0043,7,0.1412
robust_single_worst_sensor_policy,nominal,grasp_selection,compositional_multi_sensor,0.6531,0.0294,0.2092,0.0463,0.1037,0.0313,0.5374,0.0451,0.3827,0.0312,0.2942,0.0214,0.6582,0.0102,0.4576,0.0100,7,0.2687
robust_single_worst_sensor_policy,nominal,grasp_selection,depth_only,0.6173,0.0530,0.0901,0.0233,0.0799,0.0243,0.5136,0.0780,0.3486,0.0278,0.2840,0.0213,0.5452,0.0106,0.3273,0.0036,7,0.2211
robust_single_worst_sensor_policy,nominal,grasp_selection,force_torque_only,0.6548,0.0353,0.0935,0.0307,0.0782,0.0278,0.5221,0.0418,0.3861,0.0652,0.3078,0.0299,0.5613,0.0133,0.3441,0.0041,7,0.1718
robust_single_worst_sensor_policy,nominal,grasp_selection,language_grounding_only,0.6207,0.0307,0.0799,0.0243,0.0612,0.0148,0.4983,0.0281,0.4014,0.0383,0.2874,0.0290,0.5558,0.0095,0.3198,0.0045,7,0.1633
robust_single_worst_sensor_policy,nominal,grasp_selection,proprioception_only,0.6531,0.0459,0.0969,0.0156,0.0561,0.0189,0.5289,0.0400,0.3827,0.0406,0.3044,0.0325,0.5503,0.0118,0.3242,0.0043,7,0.1480
robust_single_worst_sensor_policy,nominal,grasp_selection,tactile_only,0.6531,0.0451,0.0850,0.0193,0.0714,0.0184,0.4660,0.0148,0.3963,0.0340,0.2891,0.0208,0.5479,0.0065,0.3334,0.0057,7,0.1497
robust_single_worst_sensor_policy,nominal,grasp_selection,vision_only,0.6293,0.0267,0.0952,0.0349,0.0544,0.0133,0.5612,0.0409,0.4014,0.0296,0.3231,0.0187,0.5444,0.0119,0.3220,0.0043,7,0.1735
robust_single_worst_sensor_policy,nominal,insertion_alignment,compositional_multi_sensor,0.6446,0.0409,0.2092,0.0337,0.1548,0.0239,0.4915,0.0348,0.3827,0.0510,0.2942,0.0431,0.6656,0.0117,0.4922,0.0053,7,0.2925
robust_single_worst_sensor_policy,nominal,insertion_alignment,depth_only,0.6054,0.0354,0.1276,0.0309,0.0850,0.0156,0.4966,0.0437,0.3980,0.0345,0.2670,0.0264,0.5445,0.0131,0.3478,0.0058,7,0.1990
robust_single_worst_sensor_policy,nominal,insertion_alignment,force_torque_only,0.6327,0.0262,0.1259,0.0321,0.0748,0.0098,0.4949,0.0585,0.3980,0.0278,0.3095,0.0260,0.5493,0.0125,0.3640,0.0068,7,0.1752
robust_single_worst_sensor_policy,nominal,insertion_alignment,language_grounding_only,0.6497,0.0356,0.0969,0.0230,0.0799,0.0248,0.4745,0.0451,0.3912,0.0358,0.3095,0.0447,0.5567,0.0112,0.3341,0.0063,7,0.1344
robust_single_worst_sensor_policy,nominal,insertion_alignment,proprioception_only,0.6820,0.0348,0.1139,0.0190,0.0867,0.0232,0.4745,0.0520,0.3707,0.0224,0.3197,0.0139,0.5476,0.0066,0.3398,0.0043,7,0.1207
robust_single_worst_sensor_policy,nominal,insertion_alignment,tactile_only,0.6224,0.0313,0.1276,0.0189,0.0680,0.0300,0.5204,0.0337,0.3827,0.0430,0.2789,0.0168,0.5536,0.0103,0.3477,0.0028,7,0.1905
robust_single_worst_sensor_policy,nominal,insertion_alignment,vision_only,0.6310,0.0461,0.1173,0.0299,0.0816,0.0343,0.5306,0.0227,0.3861,0.0329,0.2687,0.0394,0.5398,0.0100,0.3399,0.0049,7,0.1633
robust_single_worst_sensor_policy,nominal,mobile_manip_near_obstacles,compositional_multi_sensor,0.6344,0.0304,0.2364,0.0424,0.1395,0.0383,0.5051,0.0404,0.3724,0.0648,0.3129,0.0309,0.6514,0.0109,0.4918,0.0062,7,0.2891
robust_single_worst_sensor_policy,nominal,mobile_manip_near_obstacles,depth_only,0.6446,0.0448,0.1122,0.0269,0.0765,0.0183,0.5204,0.0333,0.3605,0.0253,0.2840,0.0354,0.5477,0.0121,0.3448,0.0039,7,0.2007
robust_single_worst_sensor_policy,nominal,mobile_manip_near_obstacles,force_torque_only,0.6378,0.0283,0.1395,0.0243,0.0952,0.0345,0.4677,0.0313,0.3810,0.0455,0.2551,0.0356,0.5488,0.0067,0.3614,0.0046,7,0.1905
robust_single_worst_sensor_policy,nominal,mobile_manip_near_obstacles,language_grounding_only,0.6395,0.0296,0.0969,0.0230,0.0782,0.0190,0.5289,0.0491,0.3980,0.0233,0.3231,0.0316,0.5563,0.0135,0.3354,0.0051,7,0.1599
robust_single_worst_sensor_policy,nominal,mobile_manip_near_obstacles,proprioception_only,0.6276,0.0377,0.1003,0.0341,0.0680,0.0282,0.4711,0.0175,0.3878,0.0432,0.3027,0.0564,0.5411,0.0123,0.3363,0.0053,7,0.1752
robust_single_worst_sensor_policy,nominal,mobile_manip_near_obstacles,tactile_only,0.6003,0.0377,0.1037,0.0243,0.0884,0.0313,0.5306,0.0435,0.3793,0.0382,0.2738,0.0360,0.5403,0.0169,0.3513,0.0084,7,0.2347
robust_single_worst_sensor_policy,nominal,mobile_manip_near_obstacles,vision_only,0.6378,0.0274,0.1327,0.0324,0.0952,0.0314,0.5034,0.0344,0.3946,0.0328,0.2993,0.0339,0.5462,0.0097,0.3410,0.0068,7,0.1701
robust_single_worst_sensor_policy,nominal,tool_use_contact_control,compositional_multi_sensor,0.6786,0.0411,0.2109,0.0263,0.1310,0.0338,0.5068,0.0543,0.3946,0.0164,0.2500,0.0388,0.6548,0.0165,0.4751,0.0056,7,0.2432
robust_single_worst_sensor_policy,nominal,tool_use_contact_control,depth_only,0.6224,0.0383,0.0867,0.0159,0.0731,0.0187,0.4983,0.0320,0.3759,0.0296,0.2925,0.0203,0.5537,0.0078,0.3394,0.0060,7,0.1650
robust_single_worst_sensor_policy,nominal,tool_use_contact_control,force_torque_only,0.6378,0.0519,0.1259,0.0183,0.1122,0.0133,0.5017,0.0393,0.3656,0.0232,0.2840,0.0267,0.5570,0.0084,0.3569,0.0043,7,0.1582
robust_single_worst_sensor_policy,nominal,tool_use_contact_control,language_grounding_only,0.6293,0.0351,0.1020,0.0190,0.0731,0.0236,0.5272,0.0337,0.3878,0.0292,0.2738,0.0469,0.5649,0.0088,0.3332,0.0065,7,0.1735
robust_single_worst_sensor_policy,nominal,tool_use_contact_control,proprioception_only,0.6122,0.0301,0.0816,0.0224,0.0799,0.0202,0.5323,0.0625,0.3827,0.0312,0.2976,0.0297,0.5619,0.0099,0.3357,0.0063,7,0.1667
robust_single_worst_sensor_policy,nominal,tool_use_contact_control,tactile_only,0.6463,0.0208,0.1088,0.0299,0.0765,0.0168,0.4745,0.0281,0.3895,0.0333,0.2908,0.0321,0.5518,0.0101,0.3427,0.0050,7,0.1463
robust_single_worst_sensor_policy,nominal,tool_use_contact_control,vision_only,0.6327,0.0224,0.1054,0.0219,0.0612,0.0257,0.5051,0.0356,0.3895,0.0268,0.2704,0.0425,0.5424,0.0082,0.3347,0.0056,7,0.1395
robust_single_worst_sensor_policy,paired_sensor_shift,deformable_handling,compositional_multi_sensor,0.5935,0.0462,0.3776,0.0253,0.2330,0.0341,0.5170,0.0404,0.3401,0.0429,0.3622,0.0317,0.8399,0.0106,0.6835,0.0055,7,0.3367
robust_single_worst_sensor_policy,paired_sensor_shift,deformable_handling,depth_only,0.5510,0.0237,0.1837,0.0301,0.1241,0.0123,0.4592,0.0329,0.3384,0.0509,0.3452,0.0265,0.6310,0.0228,0.4477,0.0038,7,0.2075
robust_single_worst_sensor_policy,paired_sensor_shift,deformable_handling,force_torque_only,0.5187,0.0305,0.2007,0.0376,0.0918,0.0237,0.4371,0.0268,0.3248,0.0214,0.3265,0.0356,0.6350,0.0179,0.4658,0.0081,7,0.2228
robust_single_worst_sensor_policy,paired_sensor_shift,deformable_handling,language_grounding_only,0.5306,0.0429,0.1752,0.0413,0.1088,0.0219,0.4932,0.0423,0.3248,0.0321,0.3537,0.0291,0.6472,0.0167,0.4296,0.0052,7,0.2228
robust_single_worst_sensor_policy,paired_sensor_shift,deformable_handling,proprioception_only,0.4966,0.0533,0.1616,0.0333,0.1037,0.0317,0.5034,0.0578,0.3095,0.0453,0.4014,0.0548,0.6227,0.0097,0.4263,0.0058,7,0.2262
robust_single_worst_sensor_policy,paired_sensor_shift,deformable_handling,tactile_only,0.5034,0.0352,0.1616,0.0370,0.1088,0.0303,0.4779,0.0303,0.3112,0.0402,0.3384,0.0317,0.6306,0.0198,0.4457,0.0066,7,0.2313
robust_single_worst_sensor_policy,paired_sensor_shift,deformable_handling,vision_only,0.5442,0.0452,0.1565,0.0332,0.1310,0.0447,0.4762,0.0499,0.3112,0.0421,0.3486,0.0340,0.6212,0.0083,0.4367,0.0071,7,0.1956
robust_single_worst_sensor_policy,paired_sensor_shift,grasp_selection,compositional_multi_sensor,0.6344,0.0455,0.3248,0.0352,0.1752,0.0202,0.4490,0.0425,0.3248,0.0278,0.3861,0.0190,0.7995,0.0108,0.6174,0.0032,7,0.3078
robust_single_worst_sensor_policy,paired_sensor_shift,grasp_selection,depth_only,0.5629,0.0383,0.1769,0.0358,0.1020,0.0209,0.4660,0.0442,0.3129,0.0466,0.3520,0.0410,0.6340,0.0127,0.4120,0.0078,7,0.1633
robust_single_worst_sensor_policy,paired_sensor_shift,grasp_selection,force_torque_only,0.5782,0.0264,0.1361,0.0360,0.1054,0.0156,0.4830,0.0449,0.3197,0.0376,0.3690,0.0274,0.6300,0.0143,0.4287,0.0073,7,0.1820
robust_single_worst_sensor_policy,paired_sensor_shift,grasp_selection,language_grounding_only,0.5408,0.0619,0.1190,0.0292,0.0731,0.0200,0.4949,0.0429,0.3605,0.0428,0.3520,0.0681,0.6356,0.0144,0.3995,0.0068,7,0.2143
robust_single_worst_sensor_policy,paired_sensor_shift,grasp_selection,proprioception_only,0.5629,0.0344,0.1395,0.0159,0.0765,0.0238,0.5017,0.0421,0.3248,0.0296,0.3588,0.0382,0.6219,0.0132,0.4007,0.0035,7,0.2313
robust_single_worst_sensor_policy,paired_sensor_shift,grasp_selection,tactile_only,0.5578,0.0267,0.1650,0.0213,0.1037,0.0268,0.4830,0.0233,0.3622,0.0463,0.3639,0.0400,0.6273,0.0138,0.4123,0.0019,7,0.1973
robust_single_worst_sensor_policy,paired_sensor_shift,grasp_selection,vision_only,0.5289,0.0238,0.1514,0.0282,0.0663,0.0123,0.4813,0.0374,0.3044,0.0175,0.3827,0.0200,0.6187,0.0105,0.4007,0.0061,7,0.1990
robust_single_worst_sensor_policy,paired_sensor_shift,insertion_alignment,compositional_multi_sensor,0.6241,0.0553,0.3469,0.0547,0.2177,0.0268,0.5187,0.0377,0.3503,0.0432,0.3622,0.0573,0.8218,0.0192,0.6629,0.0042,7,0.3214
robust_single_worst_sensor_policy,paired_sensor_shift,insertion_alignment,depth_only,0.5391,0.0400,0.1701,0.0258,0.1088,0.0246,0.4643,0.0754,0.3214,0.0326,0.3503,0.0571,0.6223,0.0139,0.4328,0.0023,7,0.1939
robust_single_worst_sensor_policy,paired_sensor_shift,insertion_alignment,force_torque_only,0.5561,0.0503,0.1854,0.0349,0.1054,0.0246,0.4643,0.0349,0.3010,0.0437,0.3571,0.0176,0.6281,0.0079,0.4586,0.0041,7,0.2024
robust_single_worst_sensor_policy,paired_sensor_shift,insertion_alignment,language_grounding_only,0.5340,0.0612,0.1497,0.0305,0.0952,0.0102,0.4575,0.0264,0.3333,0.0628,0.3520,0.0254,0.6376,0.0103,0.4207,0.0074,7,0.1803
robust_single_worst_sensor_policy,paired_sensor_shift,insertion_alignment,proprioception_only,0.4932,0.0410,0.1548,0.0239,0.1241,0.0349,0.4558,0.0282,0.2891,0.0359,0.3537,0.0291,0.6190,0.0127,0.4190,0.0033,7,0.2075
robust_single_worst_sensor_policy,paired_sensor_shift,insertion_alignment,tactile_only,0.4949,0.0536,0.1905,0.0161,0.0765,0.0123,0.4847,0.0195,0.3231,0.0427,0.3469,0.0320,0.6258,0.0093,0.4326,0.0066,7,0.2109
robust_single_worst_sensor_policy,paired_sensor_shift,insertion_alignment,vision_only,0.5357,0.0423,0.1497,0.0209,0.0833,0.0197,0.4898,0.0599,0.3214,0.0274,0.3537,0.0425,0.6257,0.0089,0.4244,0.0048,7,0.1905
robust_single_worst_sensor_policy,paired_sensor_shift,mobile_manip_near_obstacles,compositional_multi_sensor,0.5765,0.0648,0.3622,0.0309,0.2177,0.0363,0.4864,0.0320,0.3214,0.0367,0.3469,0.0224,0.8214,0.0125,0.6608,0.0061,7,0.3588
robust_single_worst_sensor_policy,paired_sensor_shift,mobile_manip_near_obstacles,depth_only,0.5102,0.0542,0.1633,0.0122,0.1071,0.0260,0.4864,0.0505,0.3163,0.0345,0.3452,0.0288,0.6287,0.0099,0.4326,0.0044,7,0.2041
robust_single_worst_sensor_policy,paired_sensor_shift,mobile_manip_near_obstacles,force_torque_only,0.5646,0.0438,0.1905,0.0169,0.1412,0.0312,0.5187,0.0190,0.3010,0.0325,0.3333,0.0441,0.6380,0.0114,0.4563,0.0028,7,0.1939
robust_single_worst_sensor_policy,paired_sensor_shift,mobile_manip_near_obstacles,language_grounding_only,0.5051,0.0543,0.1565,0.0252,0.0935,0.0271,0.4320,0.0340,0.3163,0.0203,0.3980,0.0613,0.6453,0.0080,0.4203,0.0097,7,0.2075
robust_single_worst_sensor_policy,paired_sensor_shift,mobile_manip_near_obstacles,proprioception_only,0.5510,0.0446,0.1514,0.0273,0.1020,0.0254,0.4898,0.0200,0.3180,0.0313,0.3367,0.0416,0.6332,0.0118,0.4256,0.0075,7,0.1803
robust_single_worst_sensor_policy,paired_sensor_shift,mobile_manip_near_obstacles,tactile_only,0.5799,0.0437,0.1871,0.0282,0.1173,0.0200,0.4694,0.0400,0.3180,0.0397,0.3810,0.0222,0.6254,0.0110,0.4404,0.0052,7,0.1752
robust_single_worst_sensor_policy,paired_sensor_shift,mobile_manip_near_obstacles,vision_only,0.5289,0.0553,0.1803,0.0271,0.0918,0.0287,0.4609,0.0304,0.3452,0.0486,0.3401,0.0274,0.6184,0.0138,0.4201,0.0050,7,0.1939
robust_single_worst_sensor_policy,paired_sensor_shift,tool_use_contact_control,compositional_multi_sensor,0.5850,0.0303,0.3299,0.0321,0.1990,0.0291,0.4762,0.0551,0.3214,0.0330,0.3656,0.0304,0.8163,0.0131,0.6444,0.0037,7,0.3435
robust_single_worst_sensor_policy,paired_sensor_shift,tool_use_contact_control,depth_only,0.5714,0.0594,0.1565,0.0271,0.1003,0.0333,0.4745,0.0358,0.3299,0.0555,0.3724,0.0220,0.6224,0.0177,0.4286,0.0069,7,0.1854
robust_single_worst_sensor_policy,paired_sensor_shift,tool_use_contact_control,force_torque_only,0.5476,0.0519,0.1616,0.0446,0.1327,0.0328,0.4949,0.0480,0.3214,0.0269,0.3707,0.0595,0.6354,0.0158,0.4453,0.0046,7,0.1922
robust_single_worst_sensor_policy,paired_sensor_shift,tool_use_contact_control,language_grounding_only,0.5595,0.0512,0.1310,0.0334,0.0697,0.0164,0.4524,0.0301,0.3197,0.0328,0.3639,0.0363,0.6368,0.0083,0.4086,0.0055,7,0.1667
robust_single_worst_sensor_policy,paired_sensor_shift,tool_use_contact_control,proprioception_only,0.5442,0.0514,0.1497,0.0190,0.0833,0.0191,0.4507,0.0445,0.3316,0.0448,0.3469,0.0402,0.6185,0.0099,0.4143,0.0053,7,0.2143
robust_single_worst_sensor_policy,paired_sensor_shift,tool_use_contact_control,tactile_only,0.5391,0.0413,0.1497,0.0269,0.1190,0.0279,0.4864,0.0290,0.3486,0.0428,0.3537,0.0383,0.6441,0.0120,0.4272,0.0042,7,0.1922
robust_single_worst_sensor_policy,paired_sensor_shift,tool_use_contact_control,vision_only,0.5204,0.0189,0.1667,0.0318,0.1020,0.0309,0.4184,0.0465,0.3180,0.0359,0.3418,0.0325,0.6115,0.0122,0.4162,0.0059,7,0.2313
robust_single_worst_sensor_policy,single_sensor_shift,deformable_handling,compositional_multi_sensor,0.6207,0.0312,0.3469,0.0537,0.1990,0.0159,0.4813,0.0249,0.3895,0.0474,0.3163,0.0370,0.7692,0.0182,0.6149,0.0039,7,0.3163
robust_single_worst_sensor_policy,single_sensor_shift,deformable_handling,depth_only,0.5408,0.0564,0.1701,0.0282,0.1207,0.0230,0.4813,0.0283,0.3469,0.0427,0.2959,0.0299,0.6069,0.0173,0.4148,0.0059,7,0.2279
robust_single_worst_sensor_policy,single_sensor_shift,deformable_handling,force_torque_only,0.5340,0.0510,0.1463,0.0287,0.1224,0.0122,0.4711,0.0363,0.3844,0.0477,0.3078,0.0382,0.6092,0.0156,0.4332,0.0044,7,0.2313
